video,category,pose_sequence,subset
pose_data/train/chest fly machine/22118770-c0c4-4f47-a4ca-f8b22d905e69.npy,chest fly machine,22118770-c0c4-4f47-a4ca-f8b22d905e69.npy,train
pose_data/train/chest fly machine/d955e516-f41e-42d5-bcc5-598c7e0cdaa3.npy,chest fly machine,d955e516-f41e-42d5-bcc5-598c7e0cdaa3.npy,train
pose_data/train/chest fly machine/1403c369-34c5-4fbd-91d7-38181b6064d1.npy,chest fly machine,1403c369-34c5-4fbd-91d7-38181b6064d1.npy,train
pose_data/train/chest fly machine/28dc0cf0-2cef-4bdb-8fbb-d6877ba5c231.npy,chest fly machine,28dc0cf0-2cef-4bdb-8fbb-d6877ba5c231.npy,train
pose_data/train/chest fly machine/f5d7ebc6-3b34-439d-b430-a6be9156615d.npy,chest fly machine,f5d7ebc6-3b34-439d-b430-a6be9156615d.npy,train
pose_data/train/chest fly machine/9c6e7fcb-1333-4da9-8695-727b06f7a39f.npy,chest fly machine,9c6e7fcb-1333-4da9-8695-727b06f7a39f.npy,train
pose_data/train/chest fly machine/acae5298-6a09-4026-ab2f-022140a0d58d.npy,chest fly machine,acae5298-6a09-4026-ab2f-022140a0d58d.npy,train
pose_data/train/chest fly machine/69682ddb-330f-47ff-bba8-4ff705ac5582.npy,chest fly machine,69682ddb-330f-47ff-bba8-4ff705ac5582.npy,train
pose_data/train/chest fly machine/6eef68e3-58a7-4f85-8fbe-70804ad6ddd9.npy,chest fly machine,6eef68e3-58a7-4f85-8fbe-70804ad6ddd9.npy,train
pose_data/train/chest fly machine/a422b808-4736-436d-8028-a0730e672cb3.npy,chest fly machine,a422b808-4736-436d-8028-a0730e672cb3.npy,train
pose_data/train/chest fly machine/8ebf71fd-b248-45a6-8f49-2876198ec25c.npy,chest fly machine,8ebf71fd-b248-45a6-8f49-2876198ec25c.npy,train
pose_data/train/chest fly machine/9db65ff6-4a53-4cd9-8338-bada15b7d48c.npy,chest fly machine,9db65ff6-4a53-4cd9-8338-bada15b7d48c.npy,train
pose_data/train/chest fly machine/806c2eeb-3262-4a04-8075-308585a4cfe4.npy,chest fly machine,806c2eeb-3262-4a04-8075-308585a4cfe4.npy,train
pose_data/train/chest fly machine/1e6b6949-f25e-44b7-817e-0c87ada89e14.npy,chest fly machine,1e6b6949-f25e-44b7-817e-0c87ada89e14.npy,train
pose_data/train/chest fly machine/d4fbe1a4-1abe-4c20-a9ad-6d6baf883ad0.npy,chest fly machine,d4fbe1a4-1abe-4c20-a9ad-6d6baf883ad0.npy,train
pose_data/train/chest fly machine/69113d77-83ed-4299-9221-1bb3e401fbb4.npy,chest fly machine,69113d77-83ed-4299-9221-1bb3e401fbb4.npy,train
pose_data/train/chest fly machine/d72466b1-d876-41c3-b9dc-d8edf00e15d9.npy,chest fly machine,d72466b1-d876-41c3-b9dc-d8edf00e15d9.npy,train
pose_data/train/chest fly machine/0ef9ea48-0c87-47da-bf76-2381af748764.npy,chest fly machine,0ef9ea48-0c87-47da-bf76-2381af748764.npy,train
pose_data/train/chest fly machine/4c304ca2-d59f-4cc6-9750-9b67784f85c9.npy,chest fly machine,4c304ca2-d59f-4cc6-9750-9b67784f85c9.npy,train
pose_data/train/chest fly machine/37cdf02b-c8ee-46bd-bbf4-584fe331a38f.npy,chest fly machine,37cdf02b-c8ee-46bd-bbf4-584fe331a38f.npy,train
pose_data/train/chest fly machine/f62f2e9e-60b7-4a3b-b6ba-a75da469b6dc.npy,chest fly machine,f62f2e9e-60b7-4a3b-b6ba-a75da469b6dc.npy,train
pose_data/train/chest fly machine/bf53aaf2-905c-4b30-a796-f591a10fb76b.npy,chest fly machine,bf53aaf2-905c-4b30-a796-f591a10fb76b.npy,train
pose_data/train/chest fly machine/e8766d02-6057-4ab4-92fd-f07c6fc37ed2.npy,chest fly machine,e8766d02-6057-4ab4-92fd-f07c6fc37ed2.npy,train
pose_data/train/chest fly machine/1835bca9-f2ae-4917-9bd1-9cb3a2d61046.npy,chest fly machine,1835bca9-f2ae-4917-9bd1-9cb3a2d61046.npy,train
pose_data/train/chest fly machine/cdf7ad66-fba9-4a19-b7e7-0aaf6bf7de51.npy,chest fly machine,cdf7ad66-fba9-4a19-b7e7-0aaf6bf7de51.npy,train
pose_data/train/chest fly machine/2af12a45-a86e-4ede-920e-f8147799167f.npy,chest fly machine,2af12a45-a86e-4ede-920e-f8147799167f.npy,train
pose_data/train/chest fly machine/7c6700bf-f9c5-4e84-abe4-84df6fe4801c.npy,chest fly machine,7c6700bf-f9c5-4e84-abe4-84df6fe4801c.npy,train
pose_data/train/chest fly machine/35855c58-b722-4c88-85ad-f5cce11947d8.npy,chest fly machine,35855c58-b722-4c88-85ad-f5cce11947d8.npy,train
pose_data/train/chest fly machine/cd83ca34-4118-41a4-9db9-bbd03f7ba50a.npy,chest fly machine,cd83ca34-4118-41a4-9db9-bbd03f7ba50a.npy,train
pose_data/train/chest fly machine/2c16d596-dbb1-4c47-9dd1-48376629865b.npy,chest fly machine,2c16d596-dbb1-4c47-9dd1-48376629865b.npy,train
pose_data/train/chest fly machine/b57d33af-d53c-4bf0-ba52-ce08b295998e.npy,chest fly machine,b57d33af-d53c-4bf0-ba52-ce08b295998e.npy,train
pose_data/train/chest fly machine/9d45086b-fde6-4ece-98ee-9b3ea87b9fd5.npy,chest fly machine,9d45086b-fde6-4ece-98ee-9b3ea87b9fd5.npy,train
pose_data/train/chest fly machine/4b968f15-1346-4a47-9fb6-f68f3fa7ead7.npy,chest fly machine,4b968f15-1346-4a47-9fb6-f68f3fa7ead7.npy,train
pose_data/train/chest fly machine/0d550824-579d-47b8-ab4f-32e8b8dfda5b.npy,chest fly machine,0d550824-579d-47b8-ab4f-32e8b8dfda5b.npy,train
pose_data/train/chest fly machine/96eb0598-806b-46d8-ab30-b79c5aa443bf.npy,chest fly machine,96eb0598-806b-46d8-ab30-b79c5aa443bf.npy,train
pose_data/train/chest fly machine/89ca409a-709c-4a93-af2b-2c5adb9a9127.npy,chest fly machine,89ca409a-709c-4a93-af2b-2c5adb9a9127.npy,train
pose_data/train/chest fly machine/bad50d68-6f05-4077-8cde-c086bac3c11f.npy,chest fly machine,bad50d68-6f05-4077-8cde-c086bac3c11f.npy,train
pose_data/train/incline bench press/3e2665ad-4df6-4290-b283-3b9c365981e9.npy,incline bench press,3e2665ad-4df6-4290-b283-3b9c365981e9.npy,train
pose_data/train/incline bench press/154dcdd2-1b56-4fef-b737-c63976176867.npy,incline bench press,154dcdd2-1b56-4fef-b737-c63976176867.npy,train
pose_data/train/incline bench press/e590c41c-3be4-40f5-8e90-28e43a4e021f.npy,incline bench press,e590c41c-3be4-40f5-8e90-28e43a4e021f.npy,train
pose_data/train/incline bench press/602217fa-b43e-4a4c-b3de-2a7cadccdfd8.npy,incline bench press,602217fa-b43e-4a4c-b3de-2a7cadccdfd8.npy,train
pose_data/train/incline bench press/3dfb891a-061c-42e3-8590-1f037fe7315b.npy,incline bench press,3dfb891a-061c-42e3-8590-1f037fe7315b.npy,train
pose_data/train/incline bench press/e151c298-1815-4d65-8ac9-e68040f98c0f.npy,incline bench press,e151c298-1815-4d65-8ac9-e68040f98c0f.npy,train
pose_data/train/incline bench press/76fa832d-2214-4935-84ad-2bec39733794.npy,incline bench press,76fa832d-2214-4935-84ad-2bec39733794.npy,train
pose_data/train/incline bench press/f21672e7-f114-4fa6-bc4d-39396c37df5d.npy,incline bench press,f21672e7-f114-4fa6-bc4d-39396c37df5d.npy,train
pose_data/train/incline bench press/9345ef50-92c9-4331-b4cf-20fa1393b60e.npy,incline bench press,9345ef50-92c9-4331-b4cf-20fa1393b60e.npy,train
pose_data/train/incline bench press/c0d5ae4d-25f4-4de6-8575-baade7615d39.npy,incline bench press,c0d5ae4d-25f4-4de6-8575-baade7615d39.npy,train
pose_data/train/incline bench press/b2539151-e472-4871-9345-9a2ebad00c1a.npy,incline bench press,b2539151-e472-4871-9345-9a2ebad00c1a.npy,train
pose_data/train/incline bench press/3c10cb6d-9b9b-492c-a147-7ee4100f4693.npy,incline bench press,3c10cb6d-9b9b-492c-a147-7ee4100f4693.npy,train
pose_data/train/incline bench press/95500d5b-b54b-4082-958a-1022171bd273.npy,incline bench press,95500d5b-b54b-4082-958a-1022171bd273.npy,train
pose_data/train/incline bench press/bbdd2e50-6d01-412a-ad08-a9a09ee9fd3d.npy,incline bench press,bbdd2e50-6d01-412a-ad08-a9a09ee9fd3d.npy,train
pose_data/train/incline bench press/712c0146-62cb-4ec1-ab0c-db67556cbe29.npy,incline bench press,712c0146-62cb-4ec1-ab0c-db67556cbe29.npy,train
pose_data/train/incline bench press/7844da5c-6f39-49fc-bb8d-cabde1d43242.npy,incline bench press,7844da5c-6f39-49fc-bb8d-cabde1d43242.npy,train
pose_data/train/incline bench press/620619e1-17da-4dce-a909-83a0c418342b.npy,incline bench press,620619e1-17da-4dce-a909-83a0c418342b.npy,train
pose_data/train/incline bench press/ce5f3586-90f8-49ea-8ffa-347ba06aaeea.npy,incline bench press,ce5f3586-90f8-49ea-8ffa-347ba06aaeea.npy,train
pose_data/train/incline bench press/7e778a9d-f135-4627-b589-012202ce3f10.npy,incline bench press,7e778a9d-f135-4627-b589-012202ce3f10.npy,train
pose_data/train/incline bench press/09b122d3-41c9-491a-bad2-b701a2b88a18.npy,incline bench press,09b122d3-41c9-491a-bad2-b701a2b88a18.npy,train
pose_data/train/incline bench press/f31a62b0-1865-4131-b066-a3742efb1c17.npy,incline bench press,f31a62b0-1865-4131-b066-a3742efb1c17.npy,train
pose_data/train/incline bench press/7ce7e999-039d-4540-909e-2bd1d8a0de97.npy,incline bench press,7ce7e999-039d-4540-909e-2bd1d8a0de97.npy,train
pose_data/train/incline bench press/b481371a-9908-435c-b96d-1fc099bbe4c1.npy,incline bench press,b481371a-9908-435c-b96d-1fc099bbe4c1.npy,train
pose_data/train/incline bench press/413f4b81-e633-42ac-b714-a6f8ed886882.npy,incline bench press,413f4b81-e633-42ac-b714-a6f8ed886882.npy,train
pose_data/train/incline bench press/7a2b6c40-4123-4d13-966f-807cf91c3bfa.npy,incline bench press,7a2b6c40-4123-4d13-966f-807cf91c3bfa.npy,train
pose_data/train/incline bench press/e54f8974-fee1-4640-8816-479c9247357f.npy,incline bench press,e54f8974-fee1-4640-8816-479c9247357f.npy,train
pose_data/train/incline bench press/672f2783-e7e9-4504-bb32-2687269f7e6b.npy,incline bench press,672f2783-e7e9-4504-bb32-2687269f7e6b.npy,train
pose_data/train/incline bench press/9c325b23-a562-4d7e-80c0-574bf0b33f1d.npy,incline bench press,9c325b23-a562-4d7e-80c0-574bf0b33f1d.npy,train
pose_data/train/incline bench press/4f758fda-ff15-425a-8607-e5e6b90d9714.npy,incline bench press,4f758fda-ff15-425a-8607-e5e6b90d9714.npy,train
pose_data/train/incline bench press/5fed0a1b-0db1-4af3-af7f-30f98a5de98c.npy,incline bench press,5fed0a1b-0db1-4af3-af7f-30f98a5de98c.npy,train
pose_data/train/incline bench press/eaf82dcf-870c-4b07-bbf4-e17e7f88a267.npy,incline bench press,eaf82dcf-870c-4b07-bbf4-e17e7f88a267.npy,train
pose_data/train/incline bench press/ccc4c65b-eddd-46bf-acac-1164603e8bfd.npy,incline bench press,ccc4c65b-eddd-46bf-acac-1164603e8bfd.npy,train
pose_data/train/incline bench press/c4c9aa9b-eaa6-4de0-81ff-dbe6872edc18.npy,incline bench press,c4c9aa9b-eaa6-4de0-81ff-dbe6872edc18.npy,train
pose_data/train/incline bench press/6b5d20ed-6780-4790-a758-8a7eaec5b2a6.npy,incline bench press,6b5d20ed-6780-4790-a758-8a7eaec5b2a6.npy,train
pose_data/train/incline bench press/56c27f1a-12ec-4cc6-8801-db61ef166271.npy,incline bench press,56c27f1a-12ec-4cc6-8801-db61ef166271.npy,train
pose_data/train/incline bench press/8a3fdd57-5d92-4cb9-b9f8-499a2ace4c79.npy,incline bench press,8a3fdd57-5d92-4cb9-b9f8-499a2ace4c79.npy,train
pose_data/train/incline bench press/b32ed18d-069e-4fde-92c9-a6ec1d941153.npy,incline bench press,b32ed18d-069e-4fde-92c9-a6ec1d941153.npy,train
pose_data/train/incline bench press/d07972bb-00ed-48b7-b13d-f62937c53d59.npy,incline bench press,d07972bb-00ed-48b7-b13d-f62937c53d59.npy,train
pose_data/train/incline bench press/db4eee77-a630-497a-a2c7-90947c5ccb4d.npy,incline bench press,db4eee77-a630-497a-a2c7-90947c5ccb4d.npy,train
pose_data/train/incline bench press/5d47a1fe-a753-4ec5-8d39-b3ddc99d0521.npy,incline bench press,5d47a1fe-a753-4ec5-8d39-b3ddc99d0521.npy,train
pose_data/train/incline bench press/ce032a31-2b15-47ff-b964-575a56e22775.npy,incline bench press,ce032a31-2b15-47ff-b964-575a56e22775.npy,train
pose_data/train/incline bench press/f6f186a9-70aa-46a5-b20c-843eb46fe452.npy,incline bench press,f6f186a9-70aa-46a5-b20c-843eb46fe452.npy,train
pose_data/train/incline bench press/24d51601-630f-4d75-9380-703c9be0b63b.npy,incline bench press,24d51601-630f-4d75-9380-703c9be0b63b.npy,train
pose_data/train/incline bench press/63257167-3ac8-45b7-83ad-0505e9d56b35.npy,incline bench press,63257167-3ac8-45b7-83ad-0505e9d56b35.npy,train
pose_data/train/incline bench press/937ffe89-0db5-4cb1-979d-6e29ef0a1947.npy,incline bench press,937ffe89-0db5-4cb1-979d-6e29ef0a1947.npy,train
pose_data/train/incline bench press/5c590b9b-27db-4e79-ab92-fff1017ee84a.npy,incline bench press,5c590b9b-27db-4e79-ab92-fff1017ee84a.npy,train
pose_data/train/incline bench press/3a73b1b7-2c0e-4520-909c-569ecb2748ad.npy,incline bench press,3a73b1b7-2c0e-4520-909c-569ecb2748ad.npy,train
pose_data/train/incline bench press/05c603ce-7cd4-432e-9678-557b69d88d17.npy,incline bench press,05c603ce-7cd4-432e-9678-557b69d88d17.npy,train
pose_data/train/incline bench press/c0523013-33c5-4bfc-bd37-e4786a861d97.npy,incline bench press,c0523013-33c5-4bfc-bd37-e4786a861d97.npy,train
pose_data/train/incline bench press/2ba1ea28-fb8e-443c-bc4f-b8df7883732d.npy,incline bench press,2ba1ea28-fb8e-443c-bc4f-b8df7883732d.npy,train
pose_data/train/incline bench press/9b9cffdf-9c34-4ab4-bc9c-eeaa3472529d.npy,incline bench press,9b9cffdf-9c34-4ab4-bc9c-eeaa3472529d.npy,train
pose_data/train/incline bench press/945113d1-a9c5-4949-855f-44ed99624f62.npy,incline bench press,945113d1-a9c5-4949-855f-44ed99624f62.npy,train
pose_data/train/incline bench press/06ec221f-db29-4d8d-b8ff-f09c7fa37179.npy,incline bench press,06ec221f-db29-4d8d-b8ff-f09c7fa37179.npy,train
pose_data/train/incline bench press/25dee8c3-9bc1-4b72-b00d-4f021ef13256.npy,incline bench press,25dee8c3-9bc1-4b72-b00d-4f021ef13256.npy,train
pose_data/train/incline bench press/ce2c3ddd-2ec8-41ae-8271-7d012f24da21.npy,incline bench press,ce2c3ddd-2ec8-41ae-8271-7d012f24da21.npy,train
pose_data/train/incline bench press/25a036f3-f5ef-43b8-a62d-d4525f2f7737.npy,incline bench press,25a036f3-f5ef-43b8-a62d-d4525f2f7737.npy,train
pose_data/train/incline bench press/64d6901a-9ed3-42c2-9698-5b71d89286d3.npy,incline bench press,64d6901a-9ed3-42c2-9698-5b71d89286d3.npy,train
pose_data/train/leg extension/70ab4b45-bbb6-46ec-82c1-50c77ebc2c70.npy,leg extension,70ab4b45-bbb6-46ec-82c1-50c77ebc2c70.npy,train
pose_data/train/leg extension/5af1ad04-2c39-4566-a61d-3e3f4658f7a5.npy,leg extension,5af1ad04-2c39-4566-a61d-3e3f4658f7a5.npy,train
pose_data/train/leg extension/395040dd-6d06-4424-9ac3-03dacac9151b.npy,leg extension,395040dd-6d06-4424-9ac3-03dacac9151b.npy,train
pose_data/train/leg extension/f13c140a-4801-4ba4-8fac-0af9d1cb0020.npy,leg extension,f13c140a-4801-4ba4-8fac-0af9d1cb0020.npy,train
pose_data/train/leg extension/17d184e6-8312-4be1-be4c-eb5204247ebd.npy,leg extension,17d184e6-8312-4be1-be4c-eb5204247ebd.npy,train
pose_data/train/leg extension/def3e31b-2348-430d-a1ad-9ae82f50d69a.npy,leg extension,def3e31b-2348-430d-a1ad-9ae82f50d69a.npy,train
pose_data/train/leg extension/2dc5e829-3bc6-49eb-bdcd-dbd0ec73c286.npy,leg extension,2dc5e829-3bc6-49eb-bdcd-dbd0ec73c286.npy,train
pose_data/train/leg extension/5b7cb138-469d-4571-9565-3efef22eace0.npy,leg extension,5b7cb138-469d-4571-9565-3efef22eace0.npy,train
pose_data/train/leg extension/b8698250-4572-4114-bc55-96dde9b36b4b.npy,leg extension,b8698250-4572-4114-bc55-96dde9b36b4b.npy,train
pose_data/train/leg extension/2ea8d415-7f4b-4fb0-8477-44b0afe8411d.npy,leg extension,2ea8d415-7f4b-4fb0-8477-44b0afe8411d.npy,train
pose_data/train/leg extension/eade9cff-f31e-4e14-b17f-7bb669b9a2be.npy,leg extension,eade9cff-f31e-4e14-b17f-7bb669b9a2be.npy,train
pose_data/train/leg extension/9636f752-0ae7-417d-8d9e-c345298fb8ea.npy,leg extension,9636f752-0ae7-417d-8d9e-c345298fb8ea.npy,train
pose_data/train/leg extension/511173cc-0ceb-4a59-a2d0-ab376d9878d9.npy,leg extension,511173cc-0ceb-4a59-a2d0-ab376d9878d9.npy,train
pose_data/train/leg extension/06b814af-9a88-4477-b2bd-1258fadaa0c5.npy,leg extension,06b814af-9a88-4477-b2bd-1258fadaa0c5.npy,train
pose_data/train/leg extension/2a249cbc-d27e-4194-9af1-6cee5f46e3d7.npy,leg extension,2a249cbc-d27e-4194-9af1-6cee5f46e3d7.npy,train
pose_data/train/leg extension/b254aa0c-c923-4bf5-93ba-8134cce58bfe.npy,leg extension,b254aa0c-c923-4bf5-93ba-8134cce58bfe.npy,train
pose_data/train/leg extension/db59f7a0-9ea6-4519-8a34-691cddc6b386.npy,leg extension,db59f7a0-9ea6-4519-8a34-691cddc6b386.npy,train
pose_data/train/leg extension/56964dd3-c4c2-4722-b935-4dc0b61c9098.npy,leg extension,56964dd3-c4c2-4722-b935-4dc0b61c9098.npy,train
pose_data/train/leg extension/abfb83e6-2db4-4d19-ae1c-46c834f56d1d.npy,leg extension,abfb83e6-2db4-4d19-ae1c-46c834f56d1d.npy,train
pose_data/train/leg extension/2987e293-3227-49c7-ba7d-2839ac892006.npy,leg extension,2987e293-3227-49c7-ba7d-2839ac892006.npy,train
pose_data/train/leg extension/294691a4-d6f0-46c3-8bd3-871f7f9c9855.npy,leg extension,294691a4-d6f0-46c3-8bd3-871f7f9c9855.npy,train
pose_data/train/leg extension/bd27bef6-e9c7-4a20-ba70-2614771e8758.npy,leg extension,bd27bef6-e9c7-4a20-ba70-2614771e8758.npy,train
pose_data/train/leg extension/b322a3d0-8396-49ce-89c0-477cbaa82005.npy,leg extension,b322a3d0-8396-49ce-89c0-477cbaa82005.npy,train
pose_data/train/leg extension/4e6c7aef-fd6f-44e4-8079-21c5cf0e6b5c.npy,leg extension,4e6c7aef-fd6f-44e4-8079-21c5cf0e6b5c.npy,train
pose_data/train/leg extension/3e715f3f-bf41-4af9-8bfd-5b63c7311c62.npy,leg extension,3e715f3f-bf41-4af9-8bfd-5b63c7311c62.npy,train
pose_data/train/leg extension/ab2a2f88-fc16-4871-ac6b-7ee80358e336.npy,leg extension,ab2a2f88-fc16-4871-ac6b-7ee80358e336.npy,train
pose_data/train/leg extension/b79f7636-be84-485e-a39e-1ec5c7bf233b.npy,leg extension,b79f7636-be84-485e-a39e-1ec5c7bf233b.npy,train
pose_data/train/leg extension/fc6eef13-032e-46b8-bd2e-b1d13555e50d.npy,leg extension,fc6eef13-032e-46b8-bd2e-b1d13555e50d.npy,train
pose_data/train/leg extension/03a20790-5e29-492c-854f-af4845c8dec4.npy,leg extension,03a20790-5e29-492c-854f-af4845c8dec4.npy,train
pose_data/train/leg extension/d49d3546-bac4-4d1e-9f4d-87c39f973430.npy,leg extension,d49d3546-bac4-4d1e-9f4d-87c39f973430.npy,train
pose_data/train/leg extension/f201a609-aa98-4575-8d06-219da42fe5a5.npy,leg extension,f201a609-aa98-4575-8d06-219da42fe5a5.npy,train
pose_data/train/leg extension/eb9355e4-09ab-4423-9882-9fc4ceb1947d.npy,leg extension,eb9355e4-09ab-4423-9882-9fc4ceb1947d.npy,train
pose_data/train/leg extension/5d761824-9e31-4766-9f56-9c0d7de7d508.npy,leg extension,5d761824-9e31-4766-9f56-9c0d7de7d508.npy,train
pose_data/train/leg extension/95e925a9-b3f8-4cf9-a6f4-5ed4cade733f.npy,leg extension,95e925a9-b3f8-4cf9-a6f4-5ed4cade733f.npy,train
pose_data/train/leg extension/44d050b9-e388-475f-989a-b7082cd2c852.npy,leg extension,44d050b9-e388-475f-989a-b7082cd2c852.npy,train
pose_data/train/leg extension/4a6e849d-c095-4910-ab99-207a7130fdf2.npy,leg extension,4a6e849d-c095-4910-ab99-207a7130fdf2.npy,train
pose_data/train/leg extension/7017a55b-d935-4887-864c-c14941ad8418.npy,leg extension,7017a55b-d935-4887-864c-c14941ad8418.npy,train
pose_data/train/leg extension/37d8a17d-7730-4be5-b917-7ef8b60d53d2.npy,leg extension,37d8a17d-7730-4be5-b917-7ef8b60d53d2.npy,train
pose_data/train/leg extension/4e024292-71d4-4bab-bb83-60861f6f1da7.npy,leg extension,4e024292-71d4-4bab-bb83-60861f6f1da7.npy,train
pose_data/train/leg extension/7b22edd3-70c4-41e0-841b-ea33cea229ab.npy,leg extension,7b22edd3-70c4-41e0-841b-ea33cea229ab.npy,train
pose_data/train/leg extension/bec105f3-c4ff-490a-a4a9-874a6ad763fd.npy,leg extension,bec105f3-c4ff-490a-a4a9-874a6ad763fd.npy,train
pose_data/train/leg extension/995bbfce-4e33-4821-a5f4-0bf83c7dfe54.npy,leg extension,995bbfce-4e33-4821-a5f4-0bf83c7dfe54.npy,train
pose_data/train/leg extension/1cef5a82-13b7-4fb0-ab84-cbb1d96e85b3.npy,leg extension,1cef5a82-13b7-4fb0-ab84-cbb1d96e85b3.npy,train
pose_data/train/leg extension/c2b3a66b-35b9-44d0-b217-ed0d7f89e5ef.npy,leg extension,c2b3a66b-35b9-44d0-b217-ed0d7f89e5ef.npy,train
pose_data/train/leg extension/20c45696-21b6-4ab0-82dc-74739f4e9c0f.npy,leg extension,20c45696-21b6-4ab0-82dc-74739f4e9c0f.npy,train
pose_data/train/shoulder press/be91c37b-7abd-437b-9049-763886f01461.npy,shoulder press,be91c37b-7abd-437b-9049-763886f01461.npy,train
pose_data/train/shoulder press/fc319e88-4be0-467e-9dfd-cb7b3512f3ed.npy,shoulder press,fc319e88-4be0-467e-9dfd-cb7b3512f3ed.npy,train
pose_data/train/shoulder press/23b87a25-ffff-456f-9273-1d01c07436ff.npy,shoulder press,23b87a25-ffff-456f-9273-1d01c07436ff.npy,train
pose_data/train/shoulder press/2b33c32e-9b15-46a3-9883-a8d83fe843e1.npy,shoulder press,2b33c32e-9b15-46a3-9883-a8d83fe843e1.npy,train
pose_data/train/shoulder press/e628301b-b3da-45e2-981e-4a8b3d2fc1ea.npy,shoulder press,e628301b-b3da-45e2-981e-4a8b3d2fc1ea.npy,train
pose_data/train/shoulder press/edcd2838-41d6-4092-a2b6-4b00dcea82b2.npy,shoulder press,edcd2838-41d6-4092-a2b6-4b00dcea82b2.npy,train
pose_data/train/shoulder press/91fc6808-85e8-411c-a292-e7b0052782ee.npy,shoulder press,91fc6808-85e8-411c-a292-e7b0052782ee.npy,train
pose_data/train/shoulder press/51f72e68-ec28-4272-b15c-45586c244398.npy,shoulder press,51f72e68-ec28-4272-b15c-45586c244398.npy,train
pose_data/train/shoulder press/6397dc79-5ba3-4244-a426-c24d6e7cfeb0.npy,shoulder press,6397dc79-5ba3-4244-a426-c24d6e7cfeb0.npy,train
pose_data/train/shoulder press/b066cbc1-931a-4af5-b668-36e98e7091b6.npy,shoulder press,b066cbc1-931a-4af5-b668-36e98e7091b6.npy,train
pose_data/train/shoulder press/17496a37-c1f7-4105-9c07-e7cfbca06106.npy,shoulder press,17496a37-c1f7-4105-9c07-e7cfbca06106.npy,train
pose_data/train/shoulder press/2d25087d-8359-4d44-b3ba-5a8729b4c6e6.npy,shoulder press,2d25087d-8359-4d44-b3ba-5a8729b4c6e6.npy,train
pose_data/train/shoulder press/8976df1d-1b92-46a3-bab2-48c37d5bef67.npy,shoulder press,8976df1d-1b92-46a3-bab2-48c37d5bef67.npy,train
pose_data/train/shoulder press/631bb12c-fe84-48ba-be8d-fa761de919df.npy,shoulder press,631bb12c-fe84-48ba-be8d-fa761de919df.npy,train
pose_data/train/shoulder press/555859e7-8a16-4494-8dca-dff27cbdd9c8.npy,shoulder press,555859e7-8a16-4494-8dca-dff27cbdd9c8.npy,train
pose_data/train/shoulder press/b8a72e6b-f7ad-406a-9aa5-a3df903ec40e.npy,shoulder press,b8a72e6b-f7ad-406a-9aa5-a3df903ec40e.npy,train
pose_data/train/shoulder press/f49fee05-2c49-42c7-b28a-a87b2b1a279d.npy,shoulder press,f49fee05-2c49-42c7-b28a-a87b2b1a279d.npy,train
pose_data/train/shoulder press/4a85f009-fabf-47a8-9a71-abf597de69fb.npy,shoulder press,4a85f009-fabf-47a8-9a71-abf597de69fb.npy,train
pose_data/train/shoulder press/e2a9f922-9c51-459f-b5d5-c4f66a06e599.npy,shoulder press,e2a9f922-9c51-459f-b5d5-c4f66a06e599.npy,train
pose_data/train/shoulder press/906237aa-2e24-48b5-9dda-49ad021a284c.npy,shoulder press,906237aa-2e24-48b5-9dda-49ad021a284c.npy,train
pose_data/train/shoulder press/eb384838-36ab-4ff5-b85c-cb1aeea35c6d.npy,shoulder press,eb384838-36ab-4ff5-b85c-cb1aeea35c6d.npy,train
pose_data/train/shoulder press/237de26b-2b1e-4f62-9844-b30fc9860c72.npy,shoulder press,237de26b-2b1e-4f62-9844-b30fc9860c72.npy,train
pose_data/train/shoulder press/a34f39ab-161f-41fe-853d-3eeea21073bd.npy,shoulder press,a34f39ab-161f-41fe-853d-3eeea21073bd.npy,train
